ID,Lat
26035030,2.452888889
26035060,2.4
26055070,3.378
26065010,3.269472222
26065020,3.245555556
26075010,3.513388889
26075040,3.533333333
26075060,3.433333333
26075080,3.360722222
26095080,3.729944444
26095110,3.933333333
26095230,3.835194444
26105110,4.318222222
26105160,4.090388889
26115040,4.531277778
26125060,4.454666667
26125130,4.185027778
26135040,4.815861111
26135100,4.877944444
26135110,4.867944444
26145020,5.275916667
26145030,5.080222222
26155110,5.02975
26155120,5.083333333
26155170,5.029833333
26175030,5.720166667
26175040,5.800194444
26185010,5.57875
26185020,5.886361111
26185040,5.372638889
26195020,5.691
26195030,5.587722222
26205070,5.983333333
26215010,6.039722222
26215020,6.416666667
26225030,6.533916667
26225040,6.7295
26225050,7.116666667
26235030,7.035805556
26245040,7.989583333
26255020,7.157277778
26255040,7.983333333
27015070,6.220611111
27015090,6.321111111
27015110,6.534
27015190,6.540833333
27015210,6.283333333
27015260,6.048361111
27025030,7.071944444
27045020,7.809
28015070,10.55986111
28025020,10.27138889
28025040,10.35
28025080,9.686666667
28035010,10.19277778
28035020,10.36305556
28035030,10.43944444
28035040,9.904916667
28045040,9.616666667
29015020,9.71575
29035030,9.879444444
29035040,9.940555556
29035070,10.50027778
29035080,10.45358333
29035110,10.04316667
29035120,10.41666667
29035170,10.14258333
29045020,10.88333611
29045100,11
29045110,10.84652778
29045120,11.04277778
29065010,10.58333333
29065020,10.72111111
29065030,10.76416667
31015010,2.372777778
31095010,3.867666667
32035010,2.176111111
32035020,2.438388889
32075020,3.366666667
32075030,3.120388889
32075040,3.516333333
32075050,3.380055556
32075060,3.366666667
32075080,3.267694444
32105070,2.553027778
32155010,2.8
33035010,4.574416667
33055010,4.494722222
34015010,4.553944444
34035010,5.353138889
34035020,5.112027778
35015050,3.630777778
35025020,4.057361111
35035010,4.077111111
35035020,4.163444444
35035030,4.3
35035070,4.076722222
35045020,4.300444444
35055010,4.376972222
35065010,4.830388889
35075010,5.353805556
35075020,5.022277778
35075040,4.941055556
35085020,5.358416667
35095110,4.655083333
35105020,4.566666667
35105040,4.383333333
35105050,4.468666667
35125010,4.340555556
35195030,5.179333333
35215010,5.320444444
35225020,4.910472222
36015010,5.881361111
37015010,7.2075
37045010,6.946388889
37055010,7.069444444
38015030,6.182416667
42065010,1.266666667
42075010,1.259555556
44015010,1.03425
44015030,1.900416667
44015040,1.157333333
44035020,1.589055556
44035030,1.499777778
44045020,1.19525
44045030,1.303361111
44055010,0.7375
44115020,-0.06075
44135010,-0.616361111
46015010,2.063
46035010,1.640222222
46035020,1.917527778
46045010,0.6
47015040,1.178916667
47015070,0.838972222
47015080,0.804916667
47015090,1.168305556
47015100,1.159944444
47045010,0.180611111
47075010,-1.444611111
48015010,-4.193861111
51025010,1.550194444
51025050,1.248333333
51035020,1.819166667
52015020,2.146055556
52025010,1.829944444
52025020,1.753333333
52025030,1.760416667
52025050,2.193833333
52025060,1.905388889
52045010,1.198222222
52045020,1.394083333
52045030,1.538722222
52045040,1.549166667
52055010,0.857083333
52055030,1.184361111
52055040,1.16
52055090,1.107583333
52055200,1.004222222
52065020,1.672722222
53045030,2.574416667
53115010,3.820194444
54015010,5.233777778
54025010,4.898472222
54025020,5.1
54075020,3.953611111
54075040,4.222527778
54085010,4.688222222
56015010,6.223333333
57025010,2.962944444
